App,Category,Installs_category,Rating,Mean_App_Sentiment,Reviews,Size_in_MB,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
IMDb Movies & TV,ENTERTAINMENT,Top Notch,,,501498,12.0,Free,0.0,Teen,Entertainment,2018-07-26,Varies with device
INFAMY RO,FAMILY,More than moderate,,,2167,3.7,Free,0.0,Everyone,Role Playing,2017-12-14,4.3 and up
INTERACTIVE CALCULUS FOR MATHS AND PHYSICS,FAMILY,Low,,,53,4.4,Free,0.0,Everyone,Education,2018-02-28,4.0.3 and up
INTERACTIVE CALCULUS PRO,FAMILY,Very low,,,0,3.3,Paid,0.99,Everyone,Education,2018-02-22,4.0.3 and up
INTERKINOIS.CD,NEWS_AND_MAGAZINES,Very low,,,1,1.5,Free,0.0,Everyone,News & Magazines,2018-06-09,4.0.3 and up
IP address BW,PRODUCTIVITY,Low,,,7,1.8,Free,0.0,Everyone,Productivity,2014-11-20,2.2 and up
IQ Test,PRODUCTIVITY,More than moderate,,,1623,1.8,Free,0.0,Everyone,Productivity,2018-03-06,2.3 and up
IRIS : Customer Service - DZ Algeria,TRAVEL_AND_LOCAL,Low,,,57,7.0,Free,0.0,Everyone,Travel & Local,2018-03-10,4.0 and up
IRS W-9 form,BUSINESS,Moderate,,,492,27.0,Free,0.0,Everyone,Business,2018-07-26,5.0 and up
IV Calc CP Calculator Toolkit,TOOLS,Moderate,,,242,3.2,Free,0.0,Everyone,Tools,2016-10-06,4.2 and up
IV Go（get IV for Pokemon）,GAME,High,,,132282,20.0,Free,0.0,Everyone,Adventure,2018-07-31,4.1 and up
IZ2UUF Morse Koch CW,COMMUNICATION,More than moderate,,,649,0.82,Free,0.0,Everyone,Communication,2013-08-08,2.1 and up
"Ibotta: Cash Back Savings, Rewards & Coupons App",SHOPPING,Very High,,,315908,52.0,Free,0.0,Everyone,Shopping,2018-08-01,4.1 and up
Ice Cream Jump,FAMILY,Very High,,,141363,8.7,Free,0.0,Everyone,Casual;Action & Adventure,2018-01-21,2.3 and up
Ice Crush 10.000 B.C.,FAMILY,Low,,,31,4.2,Paid,0.99,Everyone,Casual,2013-08-15,2.0 and up
Ice Crush 2018 - A new Puzzle Matching Adventure,GAME,High,,,15403,25.0,Free,0.0,Everyone,Casual,2018-08-02,4.1 and up
"Ideal Weight, BMI Calculator",HEALTH_AND_FITNESS,Very High,,,112384,5.0,Free,0.0,Everyone,Health & Fitness,2018-02-23,4.1 and up
Identity V,GAME,High,,,109263,38.0,Free,0.0,Teen,Action,2018-07-10,4.1 and up
Idle Heroes,FAMILY,Very High,,,417197,99.0,Free,0.0,Everyone 10+,Role Playing,2018-05-30,2.3 and up
Igitabo cy'Indirimbo,FAMILY,More than moderate,,,93,1.6,Free,0.0,Everyone,Entertainment,2018-02-05,1.6 and up
"Ike - To-Do List, Task List",PRODUCTIVITY,More than moderate,,,6320,6.3,Free,0.0,Everyone,Productivity,2016-12-10,4.4 and up
Il Coccodrillo Come Fa,FAMILY,Low,,,17,0.24,Free,0.0,Everyone,Entertainment,2014-11-21,4.0 and up
"Imgur: Find funny GIFs, memes & watch viral videos",ENTERTAINMENT,Very High,,,160164,12.0,Free,0.0,Teen,Entertainment,2018-08-01,5.0 and up
Imperium CF,SPORTS,Low,,,9,3.5,Free,0.0,Everyone,Sports,2017-03-22,4.0.3 and up
In to cm,TOOLS,Very low,,,0,2.3,Free,0.0,Everyone,Tools,2018-04-05,4.0.3 and up
Inbox.eu,COMMUNICATION,Moderate,,,98,9.7,Free,0.0,Everyone,Communication,2018-07-11,4.3 and up
Inch/cm/Foot Conversion,PRODUCTIVITY,More than moderate,,,319,2.1,Free,0.0,Everyone,Productivity,2017-08-20,2.3.3 and up
Inches to Centimeters,TOOLS,More than moderate,,,949,0.4,Free,0.0,Everyone,Tools,2018-04-13,1.6 and up
Inches to cm conversion,TOOLS,Moderate,,,29,0.07,Free,0.0,Everyone,Tools,2015-01-14,4.0 and up
"IndiaMART: Search Products, Buy, Sell & Trade",BUSINESS,Very High,,,207372,11.0,Free,0.0,Everyone,Business,2018-08-02,4.0 and up
Inf VPN - Global Proxy & Unlimited Free WIFI VPN,TOOLS,High,,,61445,7.8,Free,0.0,Everyone,Tools,2018-07-26,4.1 and up
InfantRisk Center HCP,MEDICAL,Low,,,41,14.0,Paid,9.99,Everyone,Medical,2015-05-06,2.3.3 and up
Infinite Painter,ART_AND_DESIGN,High,,,36815,29.0,Free,0.0,Everyone,Art & Design,2018-06-14,4.2 and up
Infinity Dungeon VIP,FAMILY,High,,,21804,44.0,Paid,0.99,Everyone 10+,Role Playing,2018-07-03,2.3 and up
Info BMKG,WEATHER,High,,,21404,7.6,Free,0.0,Everyone,Weather,2017-06-15,4.4 and up
Ingress,GAME,Very High,,,391325,43.0,Free,0.0,Everyone,Adventure,2018-06-20,4.0 and up
Injustice 2,GAME,Very High,,,504765,36.0,Free,0.0,Teen,Action,2018-07-30,4.4 and up
Injustice: Gods Among Us,GAME,Very High,,,2440877,32.0,Free,0.0,Teen,Action,2018-06-14,4.0 and up
Innovative: Learn 34 Languages,EDUCATION,High,,,14206,21.0,Free,0.0,Everyone,Education,2018-07-26,3.0 and up
Inputting Plus: Ctrl + Z/F/C/V,PRODUCTIVITY,More than moderate,,,1117,3.0,Free,0.0,Everyone,Productivity,2017-10-18,5.0 and up
Inquiry Fines and Debits of Vehicles,AUTO_AND_VEHICLES,High,,,2680,2.2,Free,0.0,Everyone,Auto & Vehicles,2018-03-20,4.0.3 and up
Insave-Download for Instagram,PHOTOGRAPHY,High,,,46242,5.2,Free,0.0,Everyone,Photography,2016-09-20,4.0 and up
Inside Out Thought Bubbles,FAMILY,Very High,,,623398,58.0,Free,0.0,Everyone,Puzzle;Brain Games,2017-08-31,4.0.3 and up
Insightly CRM,BUSINESS,More than moderate,,,1383,51.0,Free,0.0,Everyone,Business,2018-07-12,5.0 and up
Inst Download - Video & Photo,VIDEO_PLAYERS,Very High,,,148715,3.3,Free,0.0,Everyone,Video Players & Editors,2017-12-20,4.0 and up
Insta Square Profile DP,PHOTOGRAPHY,Moderate,,,42,11.0,Free,0.0,Everyone,Photography,2015-09-01,4.0 and up
InstaCam - Camera for Selfie,PHOTOGRAPHY,High,,,15098,10.0,Free,0.0,Everyone,Photography,2017-03-03,2.3 and up
InstaSize Photo Filters & Collage Editor,PHOTOGRAPHY,Top Notch,,,811714,50.0,Free,0.0,Everyone,Photography,2018-08-02,4.4 and up
Instachat 😜,SOCIAL,Very High,,,80987,25.0,Free,0.0,Teen,Social,2018-07-30,4.4 and up
Install images with music to make video without Net - 2018,ART_AND_DESIGN,More than moderate,,,1070,26.0,Free,0.0,Everyone,Art & Design,2017-11-14,4.1 and up
Instant Ba-dum-tss,FAMILY,Low,,,13,2.0,Free,0.0,Everyone,Entertainment,2015-09-23,1.6 and up
Instant Buttons: The Best Soundboard,FAMILY,Very High,,,157322,9.2,Free,0.0,Teen,Entertainment,2018-01-05,4.1 and up
Instant DP Downloader for Instagram,SOCIAL,Moderate,,,38,4.1,Free,0.0,Everyone,Social,2018-08-04,4.2 and up
Intellijoy Early Learning Academy,FAMILY,More than moderate,,,160,67.0,Free,0.0,Everyone,Education;Education,2018-06-18,Varies with device
Interactive CT & MRI Anat.Lite,MEDICAL,More than moderate,,,534,14.0,Free,0.0,Everyone,Medical,2012-07-30,2.2 and up
Interactive CT and MRI Anatomy,MEDICAL,Low,,,35,24.0,Paid,15.46,Everyone,Medical,2015-05-27,2.2 and up
Interactive NPC DM Tool,FAMILY,Low,,,5,0.61,Paid,0.99,Everyone,Role Playing,2015-01-31,2.3.3 and up
Interpret Chest X-Ray With 100 Cases,MEDICAL,Low,,,5,11.0,Free,0.0,Everyone,Medical,2018-08-03,4.1 and up
Interracial Match Dating App,DATING,Moderate,,,143,27.0,Free,0.0,Mature 17+,Dating,2018-07-23,4.1 and up
InterracialCupid - Interracial Dating App,DATING,More than moderate,,,212,3.0,Free,0.0,Mature 17+,Dating,2018-06-13,5.0 and up
Intra- and extra-EU trade data,FINANCE,Low,,,1,2.5,Free,0.0,Everyone,Finance,2015-12-16,4.0 and up
Invasion: Defend EU,GAME,Low,,,7,20.0,Free,0.0,Everyone,Arcade,2017-12-08,2.3 and up
Invasive Alien Species Europe,FAMILY,Low,,,13,13.0,Free,0.0,Everyone,Education,2017-11-20,4.4 and up
Inventory & Barcode scanner & WIFI scanner,PRODUCTIVITY,More than moderate,,,1880,18.0,Paid,1.49,Everyone,Productivity,2018-07-01,4.3 and up
Investigation Discovery GO,ENTERTAINMENT,High,,,12216,13.0,Free,0.0,Teen,Entertainment,2018-07-24,4.1 and up
Invoice & Time Tracking - Zoho,BUSINESS,More than moderate,,,5800,8.6,Free,0.0,Everyone,Business,2018-08-02,4.1 and up
Invoice 2go — Professional Invoices and Estimates,BUSINESS,High,,,16422,28.0,Free,0.0,Everyone,Business,2018-08-01,4.1 and up
Inwestor mobile,FINANCE,Moderate,,,124,7.2,Free,0.0,Everyone,Finance,2018-01-03,4.1 and up
Iqiyi (for tablet),VIDEO_PLAYERS,High,,,12764,25.0,Free,0.0,Teen,Video Players & Editors,2018-07-11,4.0 and up
Iraq love chat,DATING,Low,,,14,5.0,Free,0.0,Teen,Dating,2018-08-03,4.0.3 and up
Iron Blade,GAME,Very High,,,161637,82.0,Free,0.0,Mature 17+,Action,2018-07-18,4.0.3 and up
It's open.,PARENTING,More than moderate,,,1528,16.0,Free,0.0,Everyone,Parenting,2018-07-24,4.4 and up
Itau bank,FINANCE,Very High,,,957973,40.0,Free,0.0,Everyone,Finance,2018-07-30,4.2 and up
Ivanti AE Agent,BUSINESS,Low,,,1,2.9,Free,0.0,Everyone,Business,2018-05-10,4.0.3 and up
"Izneo, Read Manga, Comics & BD",COMICS,High,,,1476,18.0,Free,0.0,Teen,Comics,2018-06-11,4.0 and up
I’m Expecting - Pregnancy App,HEALTH_AND_FITNESS,High,,,71269,49.0,Free,0.0,Everyone,Health & Fitness,2018-03-30,4.0.3 and up
J - Style Pro,HEALTH_AND_FITNESS,Moderate,,,74,2.6,Free,0.0,Everyone,Health & Fitness,2016-01-20,4.3 and up
J Alvarej Moji,COMMUNICATION,Very low,,,2,13.0,Paid,1.99,Everyone,Communication,2017-05-03,3.2 and up
J Balvin Piano Tiles,GAME,Low,,,6,30.0,Free,0.0,Everyone,Music,2018-05-15,4.1 and up
J Dark Ice Substratum Theme,PERSONALIZATION,Moderate,,,164,33.0,Free,0.0,Everyone,Personalization,2018-07-19,6.0 and up
J Touch,TOOLS,More than moderate,,,2176,0.93,Free,0.0,Everyone,Tools,2018-08-01,4.1 and up
J-Novel Club,FAMILY,Moderate,,,162,9.0,Free,0.0,Teen,Entertainment,2017-10-22,4.1 and up
J-Stars Victory VS Guide,GAME,Moderate,,,609,13.0,Free,0.0,Everyone,Action,2014-05-14,2.2 and up
J. Cole Albums (2007-2017),FAMILY,Low,,,7,7.3,Free,0.0,Mature 17+,Entertainment,2018-04-11,4.0.3 and up
J. Cole Rapper Wallpaper HD,PERSONALIZATION,Low,,,8,3.1,Free,0.0,Everyone,Personalization,2018-01-11,4.1 and up
J. Polep Plus Mobile,PRODUCTIVITY,Low,,,0,44.0,Free,0.0,Everyone,Productivity,2018-03-26,5.0 and up
J.ME Fly,FAMILY,Low,,,28,98.0,Free,0.0,Everyone,Entertainment,2018-05-31,4.4 and up
JAL (Domestic and international flights),TRAVEL_AND_LOCAL,High,,,2277,27.0,Free,0.0,Everyone,Travel & Local,2018-05-07,4.0.3 and up
"JEFIT Workout Tracker, Weight Lifting, Gym Log App",HEALTH_AND_FITNESS,Very High,,,60096,27.0,Free,0.0,Teen,Health & Fitness,2018-04-07,4.0.3 and up
JH Blood Pressure Monitor,MEDICAL,Low,,,9,2.9,Free,0.0,Everyone,Medical,2018-07-21,4.0.3 and up
JNews DZ - Algerian Newspapers,NEWS_AND_MAGAZINES,Moderate,,,146,3.0,Free,0.0,Everyone,News & Magazines,2016-07-16,2.3 and up
JOANN - Crafts & Coupons,LIFESTYLE,High,,,34802,12.0,Free,0.0,Everyone,Lifestyle,2018-06-22,4.3 and up
JOBS.bg,BUSINESS,More than moderate,,,1630,2.2,Free,0.0,Everyone,Business,2017-08-22,4.4 and up
JONACK (D Story Teller),FAMILY,Moderate,,,152,1.2,Free,0.0,Everyone,Entertainment,2015-11-28,2.2 and up
"JStock - Stock Market, Portfolio & News",FINANCE,High,,,11066,9.1,Free,0.0,Everyone,Finance,2018-07-18,4.0 and up
JW Caleb y Sofia,FAMILY,High,,,5227,1.9,Free,0.0,Everyone,Education,2015-11-20,4.0.3 and up
Jabbla BT,TOOLS,Low,,,3,0.05,Free,0.0,Everyone,Tools,2014-10-06,4.2 and up
Jabong Online Shopping App,SHOPPING,Very High,,,367290,11.0,Free,0.0,Everyone,Shopping,2018-07-20,4.0.3 and up
JackThreads: Men's Shopping,SHOPPING,High,,,13085,2.7,Free,0.0,Teen,Shopping,2017-11-08,4.0.3 and up
Jagobd - Bangla TV(Official),FAMILY,High,,,39109,4.0,Free,0.0,Everyone,Entertainment,2017-12-20,4.0 and up
Jamaa Amino for Animal Jam,SOCIAL,Moderate,,,3873,63.0,Free,0.0,Teen,Social,2018-07-13,4.0.3 and up
Japanese / English one-shop search dictionary - Free Japanese - English - Japanese dictionary application,EDUCATION,More than moderate,,,61,18.0,Free,0.0,Mature 17+,Education,2018-05-28,5.0 and up
Jarvis artificial intelligent,FAMILY,Moderate,,,253,14.0,Free,0.0,Everyone,Entertainment,2018-03-28,2.3 and up
"Jaumo Dating, Flirt & Live Video",SOCIAL,Very High,,,900064,13.0,Free,0.0,Mature 17+,Social,2018-07-31,4.1 and up
Java Editor CR,TOOLS,More than moderate,,,434,18.0,Free,0.0,Everyone,Tools,2018-03-16,4.0 and up
JavaScript Editor CR,TOOLS,Moderate,,,114,18.0,Free,0.0,Everyone,Tools,2018-03-16,4.0 and up
Jax Sheriff (FL),LIFESTYLE,Moderate,,,53,16.0,Free,0.0,Everyone,Lifestyle,2018-06-25,4.1 and up
Jaylex,MEDICAL,Very low,,,0,13.0,Free,0.0,Everyone,Medical,2018-07-30,4.2 and up
Jazz Wi-Fi,COMMUNICATION,Moderate,,,49,4.0,Free,0.0,Everyone,Communication,2017-02-10,2.3 and up
Je Parle ANGLAIS - Apprendre l’anglais Audio cours,FAMILY,More than moderate,,,499,27.0,Free,0.0,Everyone,Education,2018-03-13,4.0.3 and up
Jenga® AR,FAMILY,Moderate,,,53,82.0,Free,0.0,Everyone,Puzzle,2018-03-17,7.0 and up
Jeppesen CR Flight Computer,MAPS_AND_NAVIGATION,Low,,,3,26.0,Paid,9.99,Everyone,Maps & Navigation,2016-10-05,4.4 and up
JetBlue,TRAVEL_AND_LOCAL,High,,,24281,29.0,Free,0.0,Everyone,Travel & Local,2018-07-25,4.4 and up
Jetpack Joyride,GAME,Top Notch,,,4638163,96.0,Free,0.0,Everyone 10+,Arcade,2018-07-19,4.1 and up
Jetting for Honda CR dirt bike,SPORTS,Low,,,7,3.4,Paid,3.49,Everyone,Sports,2016-04-13,3.0 and up
Jewels Crush- Match 3 Puzzle,FAMILY,High,,,14774,19.0,Free,0.0,Everyone,Casual;Brain Games,2018-07-23,4.0.3 and up
Jewels Legend - Match 3 Puzzle,GAME,Very High,,,280098,50.0,Free,0.0,Everyone,Arcade,2018-07-20,4.0.3 and up
Jewels Star: OZ adventure,GAME,High,,,21892,14.0,Free,0.0,Everyone,Puzzle,2017-12-29,4.0 and up
Jewels classic Prince,GAME,Very High,,,47644,15.0,Free,0.0,Everyone,Puzzle,2018-06-15,4.0 and up
Jigsaw Puzzles AK 74M,PERSONALIZATION,Very low,,,0,4.9,Free,0.0,Mature 17+,Personalization,2018-05-07,4.0.3 and up
Jigsaw Puzzles Bus Scania BF,FAMILY,Low,,,3,6.6,Free,0.0,Teen,Puzzle,2016-11-07,4.0 and up
Jigsaw Puzzles FN FAL Light Automatic Rifle,FAMILY,Low,,,0,5.6,Free,0.0,Teen,Puzzle,2018-05-07,4.0.3 and up
Jigsaw Puzzles Volvo FH Truck Game,FAMILY,Low,,,4,4.7,Free,0.0,Teen,Puzzle,2017-07-24,4.0.3 and up
Jigsaw Puzzles Volvo FH Trucks,FAMILY,Low,,,3,7.8,Free,0.0,Teen,Puzzle,2016-12-01,4.0 and up
Jigsaw Volvo FH 16 Trucks,FAMILY,Low,,,5,8.1,Free,0.0,Teen,Puzzle,2016-12-01,4.0 and up
Jiji.ng,SHOPPING,High,,,25714,12.0,Free,0.0,Everyone,Shopping,2018-07-24,4.0.3 and up
Jimbo's Pit Bar B-Q,FOOD_AND_DRINK,Low,,,3,12.0,Free,0.0,Everyone,Food & Drink,2016-11-28,4.0 and up
"Jingdong - pick good things, go to Jingdong",SHOPPING,High,,,9189,98.0,Free,0.0,Teen,Shopping,2018-08-01,4.0 and up
JoJo Siwa Top Hits Music,DATING,Very low,,,0,4.9,Free,0.0,Teen,Dating,2018-07-26,4.0.3 and up
Job CV Maker & Portfolio Maker,FAMILY,More than moderate,,,593,4.9,Free,0.0,Everyone,Education,2018-01-01,3.0 and up
"Job CV Maker-Portfolio Maker , Resume Maker",FAMILY,More than moderate,,,139,4.8,Free,0.0,Everyone,Education,2018-07-16,4.0.3 and up
Job Korea - Career Jobs,BUSINESS,High,,,10600,6.5,Free,0.0,Everyone,Business,2018-08-01,4.0 and up
Job Search by ZipRecruiter,BUSINESS,High,,,148945,25.0,Free,0.0,Everyone,Business,2018-07-19,5.0 and up
Job'Of - Emploi au Cameroun,BUSINESS,Moderate,,,294,9.8,Free,0.0,Everyone,Business,2018-07-05,4.0 and up
Jobs in Canada - Emplois au Canada,BUSINESS,Low,,,2,14.0,Free,0.0,Teen,Business,2018-08-05,4.2 and up
Jodel - The Hyperlocal App,SOCIAL,High,,,76480,20.0,Free,0.0,Mature 17+,Social,2018-08-06,5.0 and up
Johns Hopkins Guides ABX...,MEDICAL,Moderate,,,73,6.3,Free,0.0,Everyone,Medical,2017-12-08,4.1 and up
Johny Johny Yes Papa Nursery Rhyme - offline Video,PARENTING,High,,,806,11.0,Free,0.0,Everyone,Parenting,2018-08-04,4.0.3 and up
Johor DT Lock Screen,PERSONALIZATION,Low,,,13,3.9,Free,0.0,Everyone,Personalization,2018-01-17,4.0.3 and up
"Join R, Community Engagement",SOCIAL,Low,,,144,12.0,Free,0.0,Teen,Social,2017-01-31,4.0.3 and up
"JotterPad - Writer, Screenplay, Novel",PRODUCTIVITY,High,,,57904,11.0,Free,0.0,Everyone,Productivity,2018-07-01,4.2 and up
JuiceNet - Smart EV Charging,MAPS_AND_NAVIGATION,Moderate,,,106,24.0,Free,0.0,Everyone,Maps & Navigation,2018-07-09,4.0 and up
Jumia online shopping,SHOPPING,Very High,,,162655,8.1,Free,0.0,Teen,Shopping,2018-07-10,4.4 and up
Jump'N'Shoot Attack,GAME,Low,,,155,32.0,Paid,2.49,Everyone,Arcade,2018-05-26,4.1 and up
Jungle Marble Blast,GAME,Very High,,,18985,23.0,Free,0.0,Everyone,Casual,2018-07-23,4.0.3 and up
Jungle Monkey Run,GAME,Very High,,,54082,21.0,Free,0.0,Everyone,Adventure,2018-07-11,4.0.3 and up
Jungle book-The Great Escape,GAME,More than moderate,,,2362,25.0,Free,0.0,Everyone,Action,2013-07-17,2.3 and up
Jurassic Life: T Rex Simulator,FAMILY,Moderate,,,1088,35.0,Paid,0.99,Everyone 10+,Simulation,2014-08-19,2.0.1 and up
Jurassic World™ Alive,GAME,Very High,,,309176,70.0,Free,0.0,Everyone 10+,Simulation,2018-08-02,4.4 and up
JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,Very High,,,191032,26.0,Free,0.0,Everyone,Communication,2018-08-04,4.0.3 and up
Just A Regular Arcade,GAME,High,,,40847,94.0,Free,0.0,Everyone,Action,2016-01-08,2.3.3 and up
Just Dance Now,GAME,Very High,,,794058,56.0,Free,0.0,Everyone,Music,2018-06-12,4.4 and up
Just She - Top Lesbian Dating,DATING,More than moderate,,,954,19.0,Free,0.0,Mature 17+,Dating,2018-07-18,5.0 and up
"Just a Line - Draw Anywhere, with AR",FAMILY,More than moderate,,,1152,2.7,Free,0.0,Everyone,Entertainment,2018-05-30,7.0 and up
JustDating,DATING,High,,,13440,49.0,Free,0.0,Mature 17+,Dating,2018-08-03,4.0.3 and up
JustSayHi- Dating App. Chat & Meet Singles Nearby,DATING,More than moderate,,,5152,38.0,Free,0.0,Mature 17+,Dating,2018-07-26,4.1 and up
Justice League Action Run,GAME,High,,,22333,9.7,Free,0.0,Everyone 10+,Action,2018-08-07,4.3 and up
K Health,HEALTH_AND_FITNESS,More than moderate,,,290,40.0,Free,0.0,Teen,Health & Fitness,2018-07-22,4.1 and up
K keyboard - Myanmar,TOOLS,More than moderate,,,1955,14.0,Free,0.0,Everyone,Tools,2018-03-17,4.1 and up
K-9 Mail,COMMUNICATION,Very High,,,88427,5.1,Free,0.0,Everyone,Communication,2018-01-06,4.0.3 and up
K-9 Material (unofficial),COMMUNICATION,Moderate,,,64,4.5,Free,0.0,Teen,Communication,2017-03-27,5.0 and up
K-App Mitarbeiter Galeria Kaufhof,PRODUCTIVITY,Low,,,0,19.0,Free,0.0,Everyone,Productivity,2018-07-10,4.4 and up
K-Chiing VPN (Free),TOOLS,Moderate,,,43,10.0,Free,0.0,Mature 17+,Tools,2018-07-24,4.1 and up
K-Otic Universe,FAMILY,Low,,,55,40.0,Free,0.0,Everyone,Puzzle,2018-08-03,4.1 and up
K-Rain BL,TOOLS,Low,,,9,33.0,Free,0.0,Everyone,Tools,2018-05-28,4.0 and up
"K-Spapp, the K-Space app",FAMILY,Low,,,39,3.6,Free,0.0,Everyone,Education,2017-02-09,4.0.3 and up
K-pop Music,FAMILY,Moderate,,,369,3.5,Free,0.0,Everyone,Entertainment,2017-01-11,2.3 and up
K.MOJI,FAMILY,Low,,,16,8.9,Paid,1.99,Everyone,Entertainment,2017-05-09,4.2 and up
"KAYAK Flights, Hotels & Cars",TRAVEL_AND_LOCAL,Very High,,,216388,19.0,Free,0.0,Everyone,Travel & Local,2018-07-31,Varies with device
KBA-EZ Health Guide,MEDICAL,Very low,,,4,25.0,Free,0.0,Everyone,Medical,2018-08-02,4.0.3 and up
KDRAMA Amino for K-Drama Fans,SOCIAL,More than moderate,,,4046,63.0,Free,0.0,Teen,Social,2018-07-13,4.0.3 and up
KFC CZ,LIFESTYLE,More than moderate,,,1189,18.0,Free,0.0,Everyone,Lifestyle,2018-06-27,4.0.3 and up
KIM KARDASHIAN: HOLLYWOOD,GAME,Very High,,,1017408,34.0,Free,0.0,Teen,Adventure,2018-07-16,4.0 and up
KISW 99.9 FM SEATTLE,FAMILY,More than moderate,,,1469,5.2,Free,0.0,Everyone,Entertainment,2018-01-29,2.3.3 and up
KLM - Royal Dutch Airlines,TRAVEL_AND_LOCAL,High,,,7705,40.0,Free,0.0,Everyone,Travel & Local,2018-08-06,4.1 and up
KPOP Amino for K-Pop Entertainment,SOCIAL,More than moderate,,,19047,63.0,Free,0.0,Teen,Social,2018-07-13,4.0.3 and up
KPS CHAUHAN DY/DX,FAMILY,Low,,,37,10.0,Free,0.0,Everyone,Education,2018-07-28,4.1 and up
KTB Netbank,FINANCE,Very High,,,42644,19.0,Free,0.0,Everyone,Finance,2018-06-28,4.2 and up
"KVAD Camera +: Selfie, Photo Filter, Grids",PHOTOGRAPHY,High,,,23440,30.0,Free,0.0,Everyone,Photography,2018-07-11,4.0 and up
Kairo XP (for HD Widgets),PERSONALIZATION,Moderate,,,1591,0.76,Paid,0.99,Everyone,Personalization,2015-01-07,4.0.3 and up
Kanji test · Han search Kanji training (free version),EDUCATION,High,,,6736,22.0,Free,0.0,Mature 17+,Education,2017-10-17,4.0.3 and up
Kariyer.net,BUSINESS,High,,,45964,16.0,Free,0.0,Everyone,Business,2018-07-18,4.1 and up
Karta GPS - Offline Navigation,MAPS_AND_NAVIGATION,High,,,53562,60.0,Free,0.0,Everyone,Maps & Navigation,2018-05-04,5.0 and up
Kaspersky Mobile Antivirus: AppLock & Web Security,TOOLS,Top Notch,,,2598579,49.0,Free,0.0,Everyone,Tools,2018-07-24,4.1 and up
Katalogen.ax,COMMUNICATION,Low,,,1,0.17,Free,0.0,Everyone,Communication,2014-10-02,2.2 and up
Kate Mobile for VK,SOCIAL,Very High,,,540930,5.3,Free,0.0,Teen,Social,2018-07-23,2.2 and up
Kawaii Easy Drawing : How to draw Step by Step,LIFESTYLE,Very High,,,34327,8.1,Free,0.0,Everyone,Lifestyle,2018-07-17,4.0 and up
Kay AH GA,MEDICAL,Very low,,,0,29.0,Free,0.0,Everyone,Medical,2018-02-15,4.0.3 and up
Keep My Notes - Notepad & Memo,PRODUCTIVITY,Very High,,,122424,4.7,Free,0.0,Everyone,Productivity,2018-03-16,2.3.3 and up
Keeper: Free Password Manager & Secure Vault,PRODUCTIVITY,Very High,,,74146,32.0,Free,0.0,Everyone,Productivity,2018-07-16,4.4 and up
Keller Williams Real Estate,LIFESTYLE,High,,,13213,22.0,Free,0.0,Everyone,Lifestyle,2018-03-28,4.0.3 and up
Kenmore Smart AC,LIFESTYLE,Moderate,,,71,24.0,Free,0.0,Everyone,Lifestyle,2017-05-08,4.4 and up
Kenny e o Cupcake,FAMILY,Very low,,,0,6.7,Free,0.0,Everyone,Arcade;Action & Adventure,2018-07-19,2.1 and up
Kernel Manager for Franco Kernel ✨,TOOLS,More than moderate,,,12700,10.0,Paid,3.49,Everyone,Tools,2018-08-03,5.0 and up
Key Ring: Cards Coupon & Sales,SHOPPING,High,,,42871,23.0,Free,0.0,Everyone,Shopping,2018-07-27,4.1 and up
"Keyboard - wallpapers , photos",PERSONALIZATION,Very High,,,55525,22.0,Free,0.0,Everyone,Personalization,2018-02-26,4.0 and up
Keyboard Theme Dusk BK Purple,PERSONALIZATION,Moderate,,,248,2.8,Free,0.0,Mature 17+,Personalization,2016-05-23,4.0.3 and up
Keyboard Theme Gate Flat BW,PERSONALIZATION,Moderate,,,75,2.6,Free,0.0,Mature 17+,Personalization,2016-05-26,4.0.3 and up
Keyboard for Sony Xperia J,PERSONALIZATION,More than moderate,,,797,6.7,Free,0.0,Everyone,Personalization,2018-07-29,4.0.3 and up
Keypad Lock Screen,TOOLS,Very High,,,428581,4.7,Free,0.0,Everyone,Tools,2018-07-17,4.0 and up
Khan Academy,EDUCATION,Very High,,,85375,21.0,Free,0.0,Everyone,Education,2018-07-27,4.1 and up
Khrifa Hla Bu (Solfa),BOOKS_AND_REFERENCE,Very low,,,0,44.0,Free,0.0,Everyone,Books & Reference,2018-07-08,2.1 and up
Kiamichi EC,TOOLS,Low,,,7,3.9,Free,0.0,Everyone,Tools,2018-02-23,2.3.3 and up
Kick Axe Bx,HEALTH_AND_FITNESS,Very low,,,0,9.3,Free,0.0,Everyone,Health & Fitness,2017-06-07,4.0 and up
Kicker U,LIFESTYLE,Moderate,,,124,37.0,Paid,3.99,Everyone,Lifestyle,2018-06-13,4.0.3 and up
Kicker U Lite,LIFESTYLE,More than moderate,,,438,26.0,Free,0.0,Everyone,Lifestyle,2013-09-27,2.1 and up
Kiddopia - Preschool Learning Games,FAMILY,Moderate,,,64,81.0,Free,0.0,Everyone,Educational;Education,2018-07-18,5.0 and up
Kids A-Z,FAMILY,High,,,26426,30.0,Free,0.0,Everyone,Education;Education,2018-08-02,4.4 and up
Kids Animals Jigsaw Puzzles 😄,FAMILY,Very High,,,51895,22.0,Free,0.0,Everyone,Educational;Brain Games,2018-06-16,4.2 and up
Kids Balloon Pop Game Free 🎈,FAMILY,Very High,,,38021,19.0,Free,0.0,Everyone,Casual;Music & Video,2018-07-06,4.0.3 and up
