App,Category,Installs_category,Rating,Mean_App_Sentiment,Reviews,Size_in_MB,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
Real Tractor Farming,AUTO_AND_VEHICLES,High,,,1598,56.0,Free,0.0,Everyone,Auto & Vehicles,2018-07-26,4.1 and up
RT 516 VET,MEDICAL,Very low,,,0,29.0,Free,0.0,Everyone,Medical,2018-07-13,4.0.3 and up
CI Screwed - Icon Pack,PERSONALIZATION,Low,,,19,6.4,Free,0.0,Everyone,Personalization,2016-06-30,4.0.3 and up
Be you GO Launcher Theme,PERSONALIZATION,More than moderate,,,1580,3.6,Free,0.0,Everyone,Personalization,2014-11-12,2.3 and up
Ek Biladi Jadi Video Song,FAMILY,Moderate,,,3,3.7,Free,0.0,Everyone,Entertainment,2016-10-20,4.0 and up
Helix Jump,GAME,Top Notch,2.227343856869767,0.12734385686976704,1500999,33.0,Free,0.0,Everyone,Action,2018-04-09,4.1 and up
BN Pro Play HD Text,LIBRARIES_AND_DEMO,Moderate,,,63,0.41,Free,0.0,Everyone,Libraries & Demo,2017-02-05,1.6 and up
Pregnancy Tracker,HEALTH_AND_FITNESS,High,,,2681,6.5,Free,0.0,Everyone,Health & Fitness,2018-02-10,4.0.3 and up
Real Football,SPORTS,Very High,,,585564,33.0,Free,0.0,Everyone,Sports,2018-06-01,4.0.3 and up
"EMI, FD, RD - Bank Calculator",FINANCE,Moderate,,,42,3.5,Free,0.0,Everyone,Finance,2017-04-02,4.1 and up
ColorSnap® Visualizer,HOUSE_AND_HOME,High,1.777315883190883,0.0773158831908832,3280,77.0,Free,0.0,Everyone,House & Home,2018-06-29,4.0.3 and up
Kim Bu Youtuber?,FAMILY,Low,,,11,9.2,Free,0.0,Everyone,Puzzle,2017-09-09,4.0 and up
Hum Ek Hain 2.02,SOCIAL,Very low,,,2,1.8,Free,0.0,Teen,Social,2018-03-18,5.0 and up
BR,LIFESTYLE,More than moderate,,,859,3.5,Free,0.0,Everyone,Lifestyle,2018-07-19,2.2 and up
WiFi Action Camera,SPORTS,More than moderate,,,551,0.88,Free,0.0,Everyone,Sports,2014-03-13,4.0 and up
Bixby Button Remapper - bxActions Pro / Coffee,TOOLS,Moderate,,,319,0.02,Paid,2.99,Everyone,Tools,2017-04-28,7.0 and up
CN Resident,FAMILY,Low,,,1,64.0,Free,0.0,Everyone,Entertainment,2017-05-22,4.1 and up
Toronto Dating,DATING,Low,,,0,14.0,Free,0.0,Mature 17+,Dating,2018-07-12,4.1 and up
BL Driver,MAPS_AND_NAVIGATION,Moderate,,,230,12.0,Free,0.0,Everyone,Maps & Navigation,2018-07-13,4.1 and up
EZ Financial Calculator,FINANCE,Low,,,32,2.3,Free,0.0,Everyone,Finance,2018-01-13,4.4 and up
Waterfall Live Wallpaper,PERSONALIZATION,Very High,,,112977,13.0,Free,0.0,Everyone,Personalization,2018-05-22,4.1 and up
Sci Fi Sounds,FAMILY,Low,,,4,8.0,Free,0.0,Everyone,Entertainment,2017-11-02,4.0 and up
"Eat Fast Prepare ""Without Internet""",FOOD_AND_DRINK,High,,,4925,17.0,Free,0.0,Everyone,Food & Drink,2018-06-10,4.0.3 and up
BTS V LINE Launcher theme,PERSONALIZATION,More than moderate,,,3283,3.6,Free,0.0,Everyone,Personalization,2014-10-17,4.0.3 and up
Vpn Hosts (ad blocker & no root & support ipv6 ),TOOLS,Moderate,,,319,1.1,Paid,2.99,Everyone,Tools,2018-07-03,4.4 and up
Bingo by IGG: Top Bingo+Slots!,GAME,Very High,,,183343,20.0,Free,0.0,Teen,Casino,2018-05-28,2.3 and up
Alipay,FINANCE,High,,,42497,61.0,Free,0.0,Teen,Finance,2018-07-02,4.3 and up
Dead Zombie Evil Killer:Axe,GAME,Moderate,,,71,52.0,Free,0.0,Teen,Action,2016-12-01,2.3 and up
DELISH KITCHEN - FREE recipe movies make food fun and easy!,FOOD_AND_DRINK,High,,,32997,13.0,Free,0.0,Everyone,Food & Drink,2018-08-04,4.1 and up
NY mobilbank DK - Danske Bank,FINANCE,More than moderate,,,851,30.0,Free,0.0,Everyone,Finance,2018-06-26,4.3 and up
EZ PZ RPG,FAMILY,High,,,70903,47.0,Free,0.0,Everyone 10+,Role Playing,2016-10-27,2.3 and up
CT Abdomen Pelvis,MEDICAL,Moderate,,,36,36.0,Free,0.0,Everyone,Medical,2018-01-20,4.0 and up
CS16Client,GAME,High,,,8668,9.1,Free,0.0,Teen,Action,2017-04-01,1.5 and up
Palace Pets in Whisker Haven,FAMILY,Very High,,,47213,14.0,Free,0.0,Everyone,Entertainment;Pretend Play,2017-12-09,4.2 and up
NinJump,GAME,Very High,,,421000,36.0,Free,0.0,Everyone,Arcade,2018-06-13,4.1 and up
VPN Free - Betternet Hotspot VPN & Private Browser,TOOLS,Very High,,,801054,8.9,Free,0.0,Everyone,Tools,2018-08-01,4.1 and up
AP Statistics Prep: Practice Tests and Flashcards,FAMILY,Moderate,,,19,5.4,Free,0.0,Everyone,Education,2018-07-03,4.1 and up
Greater London A-Z 2016,TRAVEL_AND_LOCAL,Low,,,40,9.0,Paid,8.49,Everyone,Travel & Local,2016-08-18,4.1 and up
DV-2019 Results,FAMILY,Moderate,,,158,2.6,Free,0.0,Everyone,Entertainment,2018-06-14,4.0 and up
Meme Generator Free,FAMILY,Very High,,,303394,53.0,Free,0.0,Mature 17+,Entertainment,2018-08-03,4.1 and up
BD Briight: Your Diabetes Personal Assistant,MEDICAL,Moderate,,,17,37.0,Free,0.0,Everyone,Medical,2018-07-19,5.0 and up
TN Patta Citta & EC,BOOKS_AND_REFERENCE,Moderate,,,48,1.5,Free,0.0,Everyone,Books & Reference,2018-03-27,3.0 and up
U by BB&T,FINANCE,High,,,16600,24.0,Free,0.0,Everyone,Finance,2018-06-19,4.4 and up
Zombie War Z : Hero Survival Rules,GAME,More than moderate,,,1987,62.0,Free,0.0,Mature 17+,Action,2017-12-13,4.0.3 and up
Recettes Faciles et Rapides,FOOD_AND_DRINK,More than moderate,,,95,12.0,Free,0.0,Everyone,Food & Drink,2018-01-06,2.3 and up
How Old am I?,FAMILY,High,,,4635,3.9,Free,0.0,Everyone,Entertainment,2018-01-01,4.0 and up
Curriculum Vitae - Resume CV,PRODUCTIVITY,Moderate,,,80,2.2,Free,0.0,Everyone,Productivity,2017-05-11,4.1 and up
B@dL!bs Lite,GAME,Low,,,10,36.0,Free,0.0,Mature 17+,Word,2016-04-05,4.0.3 and up
SuperCity: Build a Story,FAMILY,High,,,98324,70.0,Free,0.0,Everyone,Simulation,2018-07-28,4.1 and up
Justice League Action Run,GAME,High,,,22333,9.7,Free,0.0,Everyone 10+,Action,2018-08-07,4.3 and up
"Wedding Planner by WeddingWire - Venues, Checklist",LIFESTYLE,High,,,3788,44.0,Free,0.0,Everyone,Lifestyle,2018-07-24,5.0 and up
DM Me - Chat,SOCIAL,Moderate,,,90,30.0,Free,0.0,Mature 17+,Social,2018-07-09,4.0.3 and up
BaBe + - Indonesian News,NEWS_AND_MAGAZINES,High,,,42624,16.0,Free,0.0,Everyone 10+,News & Magazines,2018-08-01,4.0 and up
SHADOWGUN LEGENDS,GAME,High,,,100609,52.0,Free,0.0,Teen,Action,2018-07-16,6.0 and up
Al Quran Indonesia,BOOKS_AND_REFERENCE,Very High,,,445756,16.0,Free,0.0,Everyone,Books & Reference,2018-05-15,4.0 and up
Coloring & Learn,FAMILY,Very High,2.4460318480861245,0.24603184808612438,12753,51.0,Free,0.0,Everyone,Educational;Creativity,2018-07-17,4.0.3 and up
MARVEL Strike Force,FAMILY,Very High,,,166312,91.0,Free,0.0,Teen,Role Playing,2018-07-31,4.4 and up
"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,Top Notch,2.4879516129032258,0.2379516129032258,5783441,14.0,Free,0.0,Everyone,Personalization,2018-08-06,4.0.3 and up
BK Photography,PHOTOGRAPHY,Low,,,20,4.8,Free,0.0,Everyone,Photography,2017-01-06,2.3 and up
Rockstars of Ooo,FAMILY,Moderate,,,642,26.0,Paid,1.99,Everyone 10+,Arcade;Action & Adventure,2015-08-11,2.3.3 and up
100 Doors of Revenge,FAMILY,Very High,,,105766,48.0,Free,0.0,Teen,Puzzle,2018-05-24,4.4 and up
DX Simulation for X-aid Dx Belt,FAMILY,Moderate,,,35,48.0,Free,0.0,Everyone,Simulation,2018-08-04,4.1 and up
BJ-FPV,FAMILY,Low,,,16,26.0,Free,0.0,Everyone,Casual,2018-07-31,4.4 and up
CP Cloud,BUSINESS,Low,,,3,5.4,Free,0.0,Everyone,Business,2018-07-24,4.4 and up
"ER Emergency Hospital - Brain, Knee, Eye Surgery",FAMILY,Low,,,25,41.0,Free,0.0,Teen,Educational,2017-07-21,2.3 and up
The EO Bar,HEALTH_AND_FITNESS,Moderate,,,416,34.0,Paid,6.99,Everyone,Health & Fitness,2018-07-02,4.1 and up
Crazy Colors: Bubbles Matching,FAMILY,More than moderate,,,3063,1.6,Free,0.0,Everyone,Board;Brain Games,2018-05-24,3.0 and up
Wallpapers AK 47 Guns,PERSONALIZATION,Moderate,,,37,15.0,Free,0.0,Teen,Personalization,2017-02-26,4.1 and up
CV (Curriculum Vitae / Resume) Maker,BUSINESS,Moderate,,,4,4.4,Free,0.0,Everyone,Business,2017-12-27,4.0.3 and up
Evolution CP,FAMILY,Low,,,13,4.7,Free,0.0,Everyone,Entertainment,2016-09-04,4.0.3 and up
Hungry Shark Evolution,GAME,Top Notch,,,6074627,100.0,Free,0.0,Teen,Arcade,2018-07-25,4.1 and up
myAir™ for Air10™ by ResMed,MEDICAL,More than moderate,,,236,18.0,Free,0.0,Everyone,Medical,2018-07-25,5.0 and up
BU Study,FAMILY,Very low,,,7,5.6,Free,0.0,Everyone,Education,2017-12-07,4.0.3 and up
HACH Cares,MEDICAL,Very low,,,0,28.0,Free,0.0,Everyone,Medical,2018-07-25,4.0.3 and up
EZ Launcher,PERSONALIZATION,High,,,18926,2.9,Free,0.0,Everyone,Personalization,2013-09-28,2.2 and up
FQ Load Board for Transporters,BUSINESS,Low,,,0,3.9,Free,0.0,Everyone,Business,2018-02-16,5.0 and up
War Robots,GAME,Top Notch,,,3073251,33.0,Free,0.0,Everyone 10+,Action,2018-07-25,4.1 and up
BN PERKS™,LIFESTYLE,Low,,,0,15.0,Free,0.0,Everyone,Lifestyle,2018-06-02,4.0.3 and up
Plan B,MAPS_AND_NAVIGATION,Moderate,,,19,6.0,Free,0.0,Everyone,Maps & Navigation,2017-07-12,4.3 and up
CQ SIGNAL PRO 5,FINANCE,Very low,,,0,1.6,Free,0.0,Everyone,Finance,2017-04-17,4.1 and up
30 Day AB Challenge - Lumowell,HEALTH_AND_FITNESS,Moderate,,,793,40.0,Free,0.0,Everyone,Health & Fitness,2016-09-15,4.0.3 and up
AY Recruitment,BUSINESS,Very low,,,1,4.0,Free,0.0,Everyone,Business,2018-05-22,4.4 and up
Anno: Build an Empire,FAMILY,High,,,33944,28.0,Free,0.0,Everyone 10+,Strategy,2016-03-10,4.1 and up
Arogyam EH,MEDICAL,Low,,,18,3.5,Free,0.0,Everyone,Medical,2018-05-12,4.0.3 and up
autoricardo.ch – vehicles,LIFESTYLE,More than moderate,,,1045,13.0,Free,0.0,Everyone,Lifestyle,2018-03-13,4.0 and up
My Cycles Period and Ovulation,HEALTH_AND_FITNESS,High,,,26652,41.0,Free,0.0,Everyone,Health & Fitness,2018-05-04,4.0.3 and up
BC Wildfire,TOOLS,Moderate,,,27,5.0,Free,0.0,Everyone,Tools,2018-05-31,5.0 and up
Cardi B Wallpaper,ART_AND_DESIGN,More than moderate,,,253,3.7,Free,0.0,Everyone,Art & Design,2017-11-01,4.0 and up
1st Fed CI Mobile Banking,FINANCE,Low,,,0,31.0,Free,0.0,Everyone,Finance,2016-09-29,4.1 and up
Order & Chaos 2: 3D MMO RPG,FAMILY,Very High,,,242722,54.0,Free,0.0,Teen,Role Playing,2018-07-09,4.0.3 and up
MegaNDS (NDS Emulator),GAME,High,,,2218,11.0,Free,0.0,Everyone,Arcade,2017-10-18,4.0 and up
DX Spots Free,TOOLS,Low,,,46,24.0,Free,0.0,Everyone,Tools,2018-05-18,4.1 and up
AL.com,NEWS_AND_MAGAZINES,More than moderate,,,803,8.0,Free,0.0,Everyone 10+,News & Magazines,2018-07-23,4.1 and up
DS App Manager,TOOLS,Low,,,14,2.1,Free,0.0,Everyone,Tools,2015-03-21,2.3 and up
DB Pickles,BUSINESS,Low,,,5,14.0,Free,0.0,Everyone,Business,2018-03-20,4.1 and up
Chegg Study - Homework Help,EDUCATION,High,,,14700,21.0,Free,0.0,Everyone,Education,2018-07-30,4.4 and up
"Ruler & Area Measurement (cm, inch)",TOOLS,Moderate,,,10,8.2,Free,0.0,Everyone,Tools,2017-07-28,4.1 and up
CA UIM Mobile,BUSINESS,Low,,,54,7.7,Free,0.0,Everyone,Business,2016-02-29,4.0 and up
FG VOC,BUSINESS,Low,,,6,7.7,Free,0.0,Everyone,Business,2018-08-07,4.1 and up
Jump'N'Shoot Attack,GAME,Low,,,155,32.0,Paid,2.49,Everyone,Arcade,2018-05-26,4.1 and up
All Type DP,FAMILY,High,,,1853,5.8,Free,0.0,Everyone,Entertainment,2018-05-10,4.0 and up
Commonwealth CU Go Mobile,FINANCE,Moderate,,,231,18.0,Free,0.0,Everyone,Finance,2017-09-15,4.0.3 and up
Postings (Craigslist Search App),SHOPPING,Very High,,,151095,12.0,Free,0.0,Mature 17+,Shopping,2018-07-01,4.1 and up
mySugr: the blood sugar tracker made just for you,MEDICAL,High,,,21189,36.0,Free,0.0,Everyone,Medical,2018-08-06,5.0 and up
camera zoom moon,PHOTOGRAPHY,High,,,1213,1.1,Free,0.0,Everyone,Photography,2018-01-23,2.3 and up
News: DW Hausa,NEWS_AND_MAGAZINES,Low,,,9,6.3,Free,0.0,Everyone,News & Magazines,2018-04-26,4.1 and up
C Programs and Reference,BOOKS_AND_REFERENCE,More than moderate,,,873,2.5,Free,0.0,Everyone,Books & Reference,2014-07-31,2.1 and up
EMI/FD/RD/PV/IRR/BEP/EOQ Calc,FINANCE,Moderate,,,58,2.7,Free,0.0,Everyone,Finance,2015-12-09,3.0 and up
Sydney FC Official App,SPORTS,Moderate,,,57,17.0,Free,0.0,Everyone,Sports,2018-06-26,4.1 and up
Goal Live Scores,SPORTS,Very High,2.3558461453823956,0.15584614538239538,232423,35.0,Free,0.0,Everyone,Sports,2018-06-11,4.0.3 and up
Cookpad,FOOD_AND_DRINK,Very High,2.436910363556197,0.1869103635561969,131569,8.2,Free,0.0,Everyone,Food & Drink,2018-08-03,4.2 and up
IF YOU TO EU PEGO,FAMILY,Low,,,3,2.1,Paid,1.26,Everyone,Entertainment,2012-01-12,2.1 and up
To-U - free EV public charging,TRAVEL_AND_LOCAL,Low,,,75,19.0,Free,0.0,Everyone,Travel & Local,2018-05-23,4.1 and up
Art Drawing Ideas,ART_AND_DESIGN,More than moderate,,,227,5.2,Free,0.0,Everyone,Art & Design,2018-05-31,2.3 and up
Somos CG,PRODUCTIVITY,Low,,,2,18.0,Free,0.0,Everyone,Productivity,2018-04-26,4.1 and up
Guide for DB Xenoverse,BOOKS_AND_REFERENCE,Moderate,,,459,11.0,Free,0.0,Everyone,Books & Reference,2016-10-01,4.0 and up
DIRECTV,FAMILY,Very High,,,235486,63.0,Free,0.0,Teen,Entertainment,2018-06-01,4.1 and up
Comunidad De Fe Minitries,LIFESTYLE,Low,,,19,11.0,Free,0.0,Everyone,Lifestyle,2018-03-01,4.1 and up
FutureNet your social app,SOCIAL,More than moderate,,,2093,7.0,Free,0.0,Teen,Social,2018-03-08,4.2 and up
Aqw&3d Design Notes Manager,FAMILY,Low,,,11,2.9,Free,0.0,Everyone,Entertainment,2017-08-15,4.0.3 and up
Multi Surgery ER Emergency Hospital : Doctor Game,FAMILY,Moderate,,,227,69.0,Free,0.0,Teen,Educational,2018-06-21,4.0 and up
South Florida MLS,LIFESTYLE,Moderate,,,133,13.0,Free,0.0,Everyone,Lifestyle,2018-06-02,4.0.3 and up
Nur təfsiri 1-ci cild,LIBRARIES_AND_DEMO,Low,,,15,1.4,Free,0.0,Everyone,Libraries & Demo,2017-04-27,1.6 and up
AJ Rafael Music Lessons,FAMILY,Very low,,,1,8.2,Free,0.0,Everyone,Entertainment,2017-11-29,4.1 and up
"issuu - Read Magazines, Catalogs, Newspapers.",NEWS_AND_MAGAZINES,High,,,74425,8.6,Free,0.0,Everyone,News & Magazines,2018-07-18,4.0.3 and up
Octo U: Your driving companion,TRAVEL_AND_LOCAL,More than moderate,,,331,7.8,Free,0.0,Everyone,Travel & Local,2018-03-13,4.3 and up
Kovax Europe B.V.,BUSINESS,Low,,,17,96.0,Free,0.0,Everyone,Business,2017-09-10,4.0.3 and up
Chime - Mobile Banking,FINANCE,High,,,5928,22.0,Free,0.0,Everyone,Finance,2018-07-22,5.0 and up
iHoroscope - 2018 Daily Horoscope & Astrology,LIFESTYLE,Very High,,,398307,19.0,Free,0.0,Everyone,Lifestyle,2018-07-25,Varies with device
J Balvin Piano Tiles,GAME,Low,,,6,30.0,Free,0.0,Everyone,Music,2018-05-15,4.1 and up
Alachua County Sheriff FL,LIFESTYLE,Low,,,5,9.5,Free,0.0,Everyone,Lifestyle,2015-05-13,4.0 and up
Heirs & Graces,GAME,Moderate,,,125,70.0,Free,0.0,Teen,Adventure,2016-07-01,2.3.3 and up
Call of Mini™ Dino Hunter,GAME,Very High,,,326042,10.0,Free,0.0,Teen,Action,2014-06-06,3.0 and up
CX-WiFi720P,FAMILY,Moderate,,,47,5.5,Free,0.0,Everyone,Entertainment,2015-11-14,2.2 and up
Toy Pop Cubes,FAMILY,High,,,5761,21.0,Free,0.0,Everyone,Casual;Brain Games,2018-07-04,4.0.3 and up
ReadEra – free ebook reader,BOOKS_AND_REFERENCE,High,,,47303,21.0,Free,0.0,Everyone,Books & Reference,2018-06-02,4.1 and up
O'Route Orienteering,SPORTS,Low,,,6,1.3,Paid,3.02,Everyone,Sports,2017-12-27,3.0 and up
Pistolet FN 1906 expliqué,BOOKS_AND_REFERENCE,Very low,,,0,5.2,Paid,5.49,Everyone,Books & Reference,2014-08-17,1.6 and up
"Trinity Church Deltona, FL",LIFESTYLE,Low,,,33,28.0,Free,0.0,Everyone,Lifestyle,2018-05-07,2.3.3 and up
QR & Barcode Scanner BX PRO,TOOLS,Low,,,4,3.0,Free,0.0,Everyone,Tools,2017-10-30,4.2 and up
Shabad Gurubani Punjabi mp3 free - Ek Onkar Satnam,FAMILY,Low,,,5,64.0,Free,0.0,Everyone,Entertainment,2018-01-19,4.4 and up
My CU - Caucasus University,PRODUCTIVITY,Low,,,48,7.3,Free,0.0,Everyone,Productivity,2017-11-22,4.1 and up
The translator,TOOLS,High,,,23805,4.1,Free,0.0,Everyone,Tools,2017-08-13,4.0.3 and up
CheckPoints 🏆 Rewards App,SHOPPING,High,2.236598608856421,0.18659860885642138,23187,25.0,Free,0.0,Everyone,Shopping,2018-06-21,4.3 and up
BF Movies Fun,FAMILY,Moderate,,,63,3.7,Free,0.0,Teen,Entertainment,2018-04-07,2.3.3 and up
LabCorp | Patient,MEDICAL,Moderate,,,27,28.0,Free,0.0,Everyone,Medical,2018-04-19,4.1 and up
S Pen Keeper,TOOLS,More than moderate,,,560,0.31,Free,0.0,Everyone,Tools,2018-06-08,4.0.3 and up
CT Cervical Spine,MEDICAL,Low,,,5,17.0,Free,0.0,Everyone,Medical,2018-01-20,4.0 and up
Yummly Recipes & Shopping List,FOOD_AND_DRINK,High,,,91359,27.0,Free,0.0,Everyone,Food & Drink,2018-07-05,4.4 and up
EI国际,FAMILY,Low,,,15,5.2,Free,0.0,Everyone,Education,2016-09-09,4.0 and up
Team CF,LIFESTYLE,Low,,,0,3.0,Free,0.0,Everyone,Lifestyle,2018-06-07,2.3 and up
Texas Hold’em Poker + | Social,GAME,High,,,4416,59.0,Free,0.0,Teen,Casino,2017-01-18,4.0.3 and up
EG Tax Service,FINANCE,Low,,,1,38.0,Free,0.0,Everyone,Finance,2018-04-23,4.1 and up
Wells Fargo Mobile,FINANCE,Very High,,,250719,37.0,Free,0.0,Everyone,Finance,2018-07-31,5.0 and up
Real City Car Driver,GAME,Very High,,,413609,22.0,Free,0.0,Mature 17+,Racing,2018-08-01,4.1 and up
Five Nights at Freddy's 2 Demo,FAMILY,Top Notch,,,1503544,40.0,Free,0.0,Teen,Strategy,2014-11-15,2.3 and up
DV Lottery Photo Tool,PHOTOGRAPHY,More than moderate,,,223,1.7,Free,0.0,Everyone,Photography,2017-10-28,4.2 and up
Cy-Fair VFD EMS Protocols,MEDICAL,Low,,,2,20.0,Free,0.0,Everyone 10+,Medical,2017-09-21,4.1 and up
"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,Moderate,,,168,25.0,Paid,24.99,Everyone,Medical,2017-08-11,4.4 and up
Princess Coloring Book,FAMILY,Very High,,,9779,39.0,Free,0.0,Everyone,Education;Creativity,2018-02-25,4.0 and up
Disc Label Print,TOOLS,Moderate,,,262,37.0,Free,0.0,Everyone,Tools,2016-09-20,4.0 and up
ez Share Android app,PHOTOGRAPHY,More than moderate,,,1461,13.0,Free,0.0,Everyone,Photography,2017-08-31,2.3 and up
Explore Sedona & Northern AZ,TRAVEL_AND_LOCAL,Moderate,,,43,22.0,Free,0.0,Everyone,Travel & Local,2017-03-07,2.3 and up
Low Poly – Puzzle art game,ENTERTAINMENT,High,,,23063,17.0,Free,0.0,Everyone,Entertainment;Brain Games,2018-08-03,4.1 and up
Stock Trainer: Virtual Trading (Stock Markets),FINANCE,High,,,42809,23.0,Free,0.0,Everyone,Finance,2018-07-27,4.1 and up
CHOSEN - EV Smart Charger,AUTO_AND_VEHICLES,Very low,,,1,19.0,Free,0.0,Everyone,Auto & Vehicles,2018-08-07,4.2 and up
Courier Journal,NEWS_AND_MAGAZINES,Moderate,,,254,38.0,Free,0.0,Everyone 10+,News & Magazines,2018-06-20,5.0 and up
AK-47 Sounds,FAMILY,High,,,656,2.9,Free,0.0,Everyone 10+,Entertainment,2016-09-14,2.3.3 and up
LA Stories 4 New Order Sandbox 2018,GAME,High,,,17453,99.0,Free,0.0,Mature 17+,Racing,2018-06-01,2.3 and up
Get Free V-bucks_fortnite Hints,FAMILY,Moderate,,,1997,1.8,Free,0.0,Everyone,Entertainment,2018-07-21,4.4 and up
HPlus,HEALTH_AND_FITNESS,More than moderate,,,1786,5.9,Free,0.0,Everyone,Health & Fitness,2018-06-12,4.4 and up
DraftKings - Daily Fantasy Sports,SPORTS,High,2.447977733686067,0.197977733686067,50017,41.0,Free,0.0,Adults only 18+,Sports,2018-07-24,4.4 and up
Deep Sleep Battery Saver Pro,TOOLS,Moderate,,,1417,2.9,Paid,3.28,Everyone,Tools,2017-08-15,4.1 and up
Florida Wildflowers,FAMILY,Low,,,5,69.0,Free,0.0,Everyone,Education,2017-07-10,4.1 and up
Flag Of European Union LWP,PERSONALIZATION,Low,,,88,4.2,Free,0.0,Everyone,Personalization,2018-01-24,4.0.3 and up
go41cx,FAMILY,Low,,,171,1.0,Paid,10.0,Everyone,Education,2016-10-18,2.2 and up
CZ File Manager,TOOLS,High,,,876,8.7,Free,0.0,Everyone,Tools,2018-08-06,4.2 and up
Monica Toy TV,FAMILY,High,,,6188,49.0,Free,0.0,Everyone 10+,Entertainment;Music & Video,2018-04-03,4.1 and up
BK News Channel,VIDEO_PLAYERS,Moderate,,,277,6.8,Free,0.0,Everyone,Video Players & Editors,2016-07-16,2.3 and up
Blood Pressure Tracker,MEDICAL,Low,,,11,1.8,Free,0.0,Everyone,Medical,2017-11-08,4.0 and up
Naruto Shippuden - Watch Free!,VIDEO_PLAYERS,Very High,,,141515,5.7,Free,0.0,Teen,Video Players & Editors,2014-04-23,2.3 and up
Cinematic Cinematic,ENTERTAINMENT,High,,,37000,15.0,Free,0.0,Mature 17+,Entertainment,2018-06-21,4.1 and up
ACCDB MDB DB Manager Pro - Editor for MS Access,PRODUCTIVITY,Low,,,19,4.5,Paid,8.99,Everyone,Productivity,2016-11-03,4.0 and up
Ice Crush 10.000 B.C.,FAMILY,Low,,,31,4.2,Paid,0.99,Everyone,Casual,2013-08-15,2.0 and up
Bill Miller Bar-B-Q Store Ops,BUSINESS,Low,,,0,2.5,Free,0.0,Everyone,Business,2018-06-19,4.4 and up
HD Camera for Android,PHOTOGRAPHY,Very High,2.2720108101533882,0.22201081015338825,351255,4.0,Free,0.0,Everyone,Photography,2018-06-29,4.2 and up
TIMBER AD FILTER - Very useful ad block app,PRODUCTIVITY,More than moderate,,,1343,9.0,Free,0.0,Everyone,Productivity,2018-03-12,5.0 and up
Security Camera CZ,HOUSE_AND_HOME,Moderate,,,137,19.0,Free,0.0,Everyone,House & Home,2018-07-17,4.1 and up
EP,BUSINESS,Low,,,3,2.1,Free,0.0,Everyone,Business,2015-11-13,2.3.3 and up
Color By Numbers - Art Game for Kids and Adults,FAMILY,More than moderate,,,305,8.3,Free,0.0,Everyone,Educational;Brain Games,2016-07-07,2.3.3 and up
Restaurantführer Südbaden,TRAVEL_AND_LOCAL,Low,,,46,12.0,Free,0.0,Everyone,Travel & Local,2017-01-11,4.0 and up
AW Toolbox,BUSINESS,Low,,,3,13.0,Paid,19.9,Everyone,Business,2016-12-22,4.0 and up
"U - Webinars, Meetings & Messenger",COMMUNICATION,High,,,6601,31.0,Free,0.0,Everyone,Communication,2018-07-02,4.1 and up
Aurum Blade EX,FAMILY,High,,,28151,17.0,Free,0.0,Everyone 10+,Role Playing,2015-06-04,2.2 and up
Dream League Soccer 2018,GAME,Top Notch,2.3964693562610226,0.09646935626102292,9883806,74.0,Free,0.0,Everyone,Sports,2018-07-16,4.4 and up
Body Scanner xray Real Camera Prank Entertaintment,FAMILY,Moderate,,,17,4.6,Free,0.0,Everyone,Entertainment,2018-05-05,2.3 and up
Wallpapers Volvo FH 16 Trucks,PERSONALIZATION,Low,,,13,15.0,Free,0.0,Teen,Personalization,2016-06-18,2.3.3 and up
SLANGY-Perfect BK World Theme,PERSONALIZATION,Low,,,1,14.0,Paid,4.85,Everyone,Personalization,2013-09-11,2.2 and up
OK K.O.! Lakewood Plaza Turbo,FAMILY,High,,,76608,24.0,Free,0.0,Everyone 10+,Action;Action & Adventure,2017-01-05,4.0 and up
HD Themes Toyota Cruiser 60,PERSONALIZATION,Low,,,0,15.0,Free,0.0,Teen,Personalization,2016-10-02,2.3.3 and up
Earth & Moon in HD Gyro 3D Parallax Live Wallpaper,PERSONALIZATION,Very High,,,66321,18.0,Free,0.0,Everyone,Personalization,2018-06-11,4.1 and up
日本AV历史,BOOKS_AND_REFERENCE,Moderate,,,215,30.0,Free,0.0,Teen,Books & Reference,2018-03-06,4.0 and up
CF-Bench Pro,TOOLS,Low,,,159,0.03,Paid,1.49,Everyone,Tools,2011-06-23,1.6 and up
Nights Keeper (do not disturb),LIFESTYLE,High,,,16426,1.6,Free,0.0,Everyone,Lifestyle,2017-02-26,2.2 and up
BH Rocking,TRAVEL_AND_LOCAL,Low,,,13,3.2,Free,0.0,Everyone,Travel & Local,2018-01-17,4.1 and up
BW Wallpaper,PERSONALIZATION,Low,,,4,0.5,Free,0.0,Everyone,Personalization,2016-12-31,4.0 and up
Apple Daily Apple News,NEWS_AND_MAGAZINES,Very High,,,41490,25.0,Free,0.0,Teen,News & Magazines,2018-07-24,4.1 and up
Bo's School Day,FAMILY,Low,,,10,30.0,Paid,2.99,Everyone,Education;Pretend Play,2017-12-18,4.0.3 and up
SH Script Runner,PRODUCTIVITY,More than moderate,,,334,3.7,Free,0.0,Everyone,Productivity,2018-01-02,4.1 and up
FK Vozdovac,SPORTS,Very low,,,1,26.0,Free,0.0,Everyone,Sports,2018-02-19,4.1 and up
